RF_SG_msi_P;1.0; 0.8888888888888888; 1.0; 0.8823529411764706; 0.8421052631578947; 0.9411764705882353; 0.8888888888888888; 0.9444444444444444; 0.8181818181818182; 0.9411764705882353; 0.875; 0.8181818181818182; 0.8947368421052632; 0.8823529411764706; 0.85; 1.0; 0.9473684210526315; 0.9411764705882353; 0.8; 0.8823529411764706
RF_SG_msi_R;0.8823529411764706; 0.8888888888888888; 0.8823529411764706; 0.8823529411764706; 0.9411764705882353; 0.8888888888888888; 0.9411764705882353; 0.9444444444444444; 1.0; 0.9411764705882353; 0.7777777777777778; 1.0; 0.9444444444444444; 0.8823529411764706; 0.9444444444444444; 0.9411764705882353; 1.0; 0.8888888888888888; 0.9411764705882353; 0.8333333333333334
XGB_SG_msi_P;1.0; 0.8095238095238095; 1.0; 0.9411764705882353; 0.9230769230769231; 0.9411764705882353; 0.875; 0.875; 0.8823529411764706; 0.8823529411764706; 0.9285714285714286; 0.85; 0.8947368421052632; 0.8666666666666667; 0.8823529411764706; 0.8888888888888888; 0.9375; 1.0; 0.8888888888888888; 0.8666666666666667
XGB_SG_msi_R;0.9411764705882353; 0.9444444444444444; 0.8235294117647058; 0.9411764705882353; 0.7058823529411765; 0.8888888888888888; 0.8235294117647058; 0.7777777777777778; 0.8333333333333334; 0.8823529411764706; 0.7222222222222222; 0.9444444444444444; 0.9444444444444444; 0.7647058823529411; 0.8333333333333334; 0.9411764705882353; 0.8333333333333334; 0.9444444444444444; 0.9411764705882353; 0.7222222222222222
RF_SG_stage_P;0.6666666666666666; 0.7272727272727273; 0.5384615384615384; 0.7; 0.7857142857142857; 0.6875; 0.6666666666666666; 0.8; 0.8; 0.6923076923076923; 0.7692307692307693; 0.75; 0.6666666666666666; 0.7692307692307693; 0.8333333333333334; 0.6428571428571429; 0.6666666666666666; 0.8; 0.8333333333333334; 0.8
RF_SG_stage_R;0.6153846153846154; 0.5714285714285714; 0.5384615384615384; 0.5384615384615384; 0.8461538461538461; 0.7857142857142857; 0.6153846153846154; 0.5714285714285714; 0.5714285714285714; 0.6923076923076923; 0.7142857142857143; 0.8571428571428571; 0.8571428571428571; 0.7692307692307693; 0.7142857142857143; 0.6923076923076923; 0.42857142857142855; 0.5714285714285714; 0.38461538461538464; 0.5714285714285714
XGB_SG_stage_P;0.8181818181818182; 0.7272727272727273; 0.6363636363636364; 0.6666666666666666; 0.7333333333333333; 0.7692307692307693; 0.5454545454545454; 0.8181818181818182; 0.75; 0.6923076923076923; 0.5625; 0.7058823529411765; 0.7058823529411765; 0.7142857142857143; 0.8333333333333334; 0.6923076923076923; 0.7; 0.7777777777777778; 0.6666666666666666; 0.8181818181818182
XGB_SG_stage_R;0.6923076923076923; 0.5714285714285714; 0.5384615384615384; 0.6153846153846154; 0.8461538461538461; 0.7142857142857143; 0.46153846153846156; 0.6428571428571429; 0.6428571428571429; 0.6923076923076923; 0.6428571428571429; 0.8571428571428571; 0.8571428571428571; 0.7692307692307693; 0.7142857142857143; 0.6923076923076923; 0.5; 0.5; 0.46153846153846156; 0.6428571428571429
RF_SG_TL_P;0.8538690476190476; 0.8345734126984127; 0.7199900793650793; 0.9151785714285714; 0.8296130952380952; 0.7909226190476191; 0.7753472222222222; 0.89375; 0.788888888888889; 0.8474702380952381; 0.8041666666666667; 0.8995535714285714; 0.7474702380952382; 0.7305555555555555; 0.8015873015873016; 0.8270833333333333; 0.8910984848484849; 0.8645833333333333; 0.871031746031746; 0.784077380952381
RF_SG_TL_R;0.8125; 0.8214285714285714; 0.7976190476190477; 0.8988095238095237; 0.8333333333333334; 0.7976190476190477; 0.7678571428571429; 0.8660714285714286; 0.7946428571428572; 0.8541666666666667; 0.8184523809523809; 0.8839285714285714; 0.7886904761904763; 0.7589285714285714; 0.8035714285714286; 0.8392857142857143; 0.8541666666666667; 0.8511904761904762; 0.863095238095238; 0.7946428571428572
